C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0001_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0001_masksDL.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0021_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0041_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0061_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0081_img.png;C:\Users\chha\Videos\Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo\New video\0001_img.png
C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0002_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0002_masksDL.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0022_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0042_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0062_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0082_img.png;C:\Users\chha\Videos\Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo\New video\0002_img.png
C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0003_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0003_masksDL.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0023_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0043_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0063_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0083_img.png;C:\Users\chha\Videos\Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo\New video\0003_img.png
C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0004_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0004_masksDL.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0024_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0044_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0064_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0084_img.png;C:\Users\chha\Videos\Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo\New video\0004_img.png
C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0005_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0005_masksDL.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0025_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0045_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0065_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0085_img.png;C:\Users\chha\Videos\Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo\New video\0005_img.png
C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0006_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0006_masksDL.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0026_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0046_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0066_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0086_img.png;C:\Users\chha\Videos\Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo\New video\0006_img.png
C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0007_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0007_masksDL.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0027_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0047_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0067_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0087_img.png;C:\Users\chha\Videos\Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo\New video\0007_img.png
C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0008_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0008_masksDL.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0028_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0048_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0068_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0088_img.png;C:\Users\chha\Videos\Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo\New video\0008_img.png
C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0009_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0009_masksDL.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0029_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0049_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0069_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0089_img.png;C:\Users\chha\Videos\Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo\New video\0009_img.png
C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0010_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0010_masksDL.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0030_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0050_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0070_img.png;C:\Users\chha\Videos\Captures\My Recorded Sessions\2020-13-6-20-39-45\kinect0/0090_img.png;C:\Users\chha\Videos\Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo\New video\0010_img.png
